profile_identifier,layer_identifier,latitude,longitude,country_code,top,bottom,date,type,order,source,contact,license,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
IGAC-BOL-PC-23,IGAC-BOL-PC-23-H2,10.601944442978,-75.4422222252089,COL,22,56,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.49,,,37.0,,0.43,5.4,58.0,20.0,22.0,
IGAC-BOL-PC-23,IGAC-BOL-PC-23-H3,10.601944442978,-75.4422222252089,COL,56,95,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,BC,1.49,,,32.7,,0.29,6.6,50.0,26.0,24.0,
IGAC-BOL-PC-23,IGAC-BOL-PC-23-H4,10.601944442978,-75.4422222252089,COL,95,130,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.49,,,32.4,,0.28,6.4,56.0,22.0,22.0,
IGAC-BOL-PC-24,IGAC-BOL-PC-24-H1,9.70694443776833,-75.1305555646948,COL,0,12,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ak1,1.33,,,50.1,,3.15,7.7,58.0,14.0,28.0,
IGAC-BOL-PC-24,IGAC-BOL-PC-24-H2,9.70694443776833,-75.1305555646948,COL,12,21,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ak2,1.37,,,46.3,,2.32,7.9,62.0,14.0,24.0,
IGAC-BOL-PC-24,IGAC-BOL-PC-24-H3,9.70694443776833,-75.1305555646948,COL,21,45,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bk,1.49,,,41.7,,0.62,8.3,64.0,12.0,24.0,
IGAC-BOL-PC-24,IGAC-BOL-PC-24-H4,9.70694443776833,-75.1305555646948,COL,45,82,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ck1,1.53,,,35.0,,0.42,8.4,56.0,8.0,36.0,
IGAC-BOL-PC-24,IGAC-BOL-PC-24-H5,9.70694443776833,-75.1305555646948,COL,82,126,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ck2,1.0,,,36.2,,0.2,7.8,,,,
IGAC-BOL-PC-25,IGAC-BOL-PC-25-H1,10.5883439318074,-75.4415279796396,COL,0,15,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.36,,,25.1,,1.97,6.4,34.0,44.0,22.0,
IGAC-BOL-PC-25,IGAC-BOL-PC-25-H2,10.5883439318074,-75.4415279796396,COL,15,45,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.46,,,35.8,,0.63,6.0,46.0,32.0,22.0,
IGAC-BOL-PC-25,IGAC-BOL-PC-25-H3,10.5883439318074,-75.4415279796396,COL,45,63,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,1.48,,,33.2,,0.35,4.4,44.0,32.0,24.0,
IGAC-BOL-PC-25,IGAC-BOL-PC-25-H4,10.5883439318074,-75.4415279796396,COL,63,115,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.48,,,29.6,,0.21,5.9,42.0,36.0,22.0,
IGAC-BOL-PC-27,IGAC-BOL-PC-27-H1,10.6344227085203,-75.4376960008873,COL,0,30,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.34,,,5.2,,0.67,6.7,4.0,4.0,92.0,
IGAC-BOL-PC-27,IGAC-BOL-PC-27-H2,10.6344227085203,-75.4376960008873,COL,30,70,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.68,,,2.2,,0.13,6.7,2.0,2.0,96.0,
IGAC-BOL-PC-27,IGAC-BOL-PC-27-H3,10.6344227085203,-75.4376960008873,COL,70,130,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.67,,,2.4,,0.13,6.6,4.0,2.0,94.0,
IGAC-BOL-SB-13,IGAC-BOL-SB-13-H1,8.97972221232343,-74.0083333293388,COL,0,20,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.42,,,23.0,,0.8,4.9,62.0,30.0,8.0,
IGAC-BOL-SB-13,IGAC-BOL-SB-13-H2,8.97972221232343,-74.0083333293388,COL,20,40,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.43,,,20.0,,0.38,5.6,46.0,46.0,8.0,
IGAC-BOL-SB-13,IGAC-BOL-SB-13-H3,8.97972221232343,-74.0083333293388,COL,40,150,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg,1.47,,,13.8,,0.22,6.6,20.0,54.0,26.0,
IGAC-BOL-PC-28,IGAC-BOL-PC-28-H1,9.59444443541508,-75.0458333300986,COL,0,10,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.49,,,26.8,,1.58,7.4,20.0,20.0,60.0,
IGAC-BOL-PC-28,IGAC-BOL-PC-28-H2,9.59444443541508,-75.0458333300986,COL,10,20,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.56,,,24.7,,0.62,7.3,16.0,20.0,64.0,
IGAC-BOL-PC-28,IGAC-BOL-PC-28-H4,9.59444443541508,-75.0458333300986,COL,20,70,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ck1,1.55,,,21.6,,1.05,8.1,10.0,18.0,72.0,
IGAC-BOL-PC-28,IGAC-BOL-PC-28-H5,9.59444443541508,-75.0458333300986,COL,70,80,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ck2,1.57,,,39.2,,0.18,8.7,16.0,26.0,58.0,
IGAC-BOL-PC-33,IGAC-BOL-PC-33-H1,10.5458333253672,-75.4924999968398,COL,0,8,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ak1,1.38,,,45.1,,2.45,7.2,52.0,16.0,32.0,
IGAC-BOL-PC-33,IGAC-BOL-PC-33-H2,10.5458333253672,-75.4924999968398,COL,8,30,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ak2,1.44,,,46.7,,1.39,7.1,60.0,14.0,26.0,
IGAC-BOL-PC-33,IGAC-BOL-PC-33-H3,10.5458333253672,-75.4924999968398,COL,30,56,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,BK,1.46,,,49.3,,1.05,7.1,58.0,14.0,28.0,
IGAC-BOL-PC-33,IGAC-BOL-PC-33-H4,10.5458333253672,-75.4924999968398,COL,56,85,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ck1,1.0,,,44.4,,0.35,7.4,,,,
IGAC-BOL-PC-33,IGAC-BOL-PC-33-H5,10.5458333253672,-75.4924999968398,COL,85,130,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2Ck2,1.0,,,33.3,,0.21,7.8,,,,
IGAC-BOL-PC-38,IGAC-BOL-PC-38-H1,10.5854717214263,-75.4649277459062,COL,0,14,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.53,,,14.9,,1.01,6.1,18.0,22.0,60.0,
IGAC-BOL-PC-38,IGAC-BOL-PC-38-H2,10.5854717214263,-75.4649277459062,COL,14,54,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.58,,,17.3,,0.34,6.4,20.0,16.0,64.0,
IGAC-BOL-PC-38,IGAC-BOL-PC-38-H3,10.5854717214263,-75.4649277459062,COL,54,100,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.61,,,12.4,,0.13,6.9,16.0,14.0,70.0,
IGAC-BOL-PC-38,IGAC-BOL-PC-38-H4,10.5854717214263,-75.4649277459062,COL,100,130,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.62,,,11.1,,0.13,7.9,12.0,14.0,74.0,
IGAC-BOL-PC-45,IGAC-BOL-PC-45-H1,9.73333332086457,-75.236111104667,COL,0,10,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.3,,,43.8,,3.18,6.6,44.0,32.0,24.0,
IGAC-BOL-PC-45,IGAC-BOL-PC-45-H2,9.73333332086457,-75.236111104667,COL,10,24,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.36,,,42.4,,1.97,6.5,44.0,38.0,18.0,
IGAC-BOL-PC-45,IGAC-BOL-PC-45-H3,9.73333332086457,-75.236111104667,COL,24,40,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.46,,,40.0,,0.61,6.0,36.0,40.0,24.0,
IGAC-BOL-PC-45,IGAC-BOL-PC-45-H4,9.73333332086457,-75.236111104667,COL,40,70,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.47,,25.0,34.3,,0.33,7.1,32.0,44.0,24.0,
IGAC-BOL-PC-47,IGAC-BOL-PC-47-H1,9.68033121001745,-75.1081517881272,COL,0,25,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.49,,,21.4,,1.34,6.4,22.0,24.0,54.0,
IGAC-BOL-PC-47,IGAC-BOL-PC-47-H2,9.68033121001745,-75.1081517881272,COL,25,70,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.54,,,20.6,,0.61,6.9,16.0,26.0,58.0,
IGAC-BOL-PJ-31,IGAC-BOL-PJ-31-H1,10.0944444397227,-75.1444444443288,COL,0,9,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.49,,,21.4,,1.35,5.5,22.0,22.0,56.0,
IGAC-BOL-PJ-31,IGAC-BOL-PJ-31-H2,10.0944444397227,-75.1444444443288,COL,9,34,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.55,,,23.7,,0.62,5.8,26.0,18.0,56.0,
IGAC-BOL-PJ-31,IGAC-BOL-PJ-31-H3,10.0944444397227,-75.1444444443288,COL,34,134,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.58,,,23.7,,0.28,6.3,22.0,16.0,62.0,
IGAC-BOL-PJ-31,IGAC-BOL-PJ-31-H4,10.0944444397227,-75.1444444443288,COL,134,150,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.61,,,23.5,,0.13,6.4,14.0,16.0,70.0,
IGAC-BOL-PJ-52,IGAC-BOL-PJ-52-H1,9.89166667120878,-75.2638888904124,COL,0,10,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.44,,25.0,9.6,,2.21,5.7,12.0,28.0,60.0,
IGAC-BOL-PJ-52,IGAC-BOL-PJ-52-H2,9.89166667120878,-75.2638888904124,COL,10,20,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.53,,25.0,5.6,,0.87,5.1,16.0,26.0,58.0,
IGAC-BOL-PJ-52,IGAC-BOL-PJ-52-H3,9.89166667120878,-75.2638888904124,COL,20,40,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.5,,25.0,22.6,,0.73,4.8,50.0,14.0,36.0,
IGAC-BOL-PJ-52,IGAC-BOL-PJ-52-H4,9.89166667120878,-75.2638888904124,COL,40,70,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.5,,25.0,21.5,,0.73,4.6,44.0,18.0,38.0,
IGAC-BOL-PJ-52,IGAC-BOL-PJ-52-H5,9.89166667120878,-75.2638888904124,COL,70,150,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.53,,25.0,24.4,,0.4,4.7,42.0,18.0,40.0,
IGAC-BOL-PJ-53,IGAC-BOL-PJ-53-H1,9.89583332677703,-75.2666666701064,COL,0,10,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.44,,,14.2,,1.68,,22.0,32.0,46.0,
IGAC-BOL-PJ-53,IGAC-BOL-PJ-53-H3,9.89583332677703,-75.2666666701064,COL,10,40,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.53,,,22.1,,0.67,,24.0,24.0,52.0,
IGAC-BOL-PJ-53,IGAC-BOL-PJ-53-H4,9.89583332677703,-75.2666666701064,COL,40,53,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,,,,,,,,,,,
IGAC-BOL-PS-10,IGAC-BOL-PS-10-H1,9.15,-75.266666667,COL,0,25,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.48,,,22.7,,1.65,7.3,26.0,18.0,56.0,
IGAC-BOL-PS-10,IGAC-BOL-PS-10-H2,9.15,-75.266666667,COL,25,46,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.54,,,25.4,,0.49,7.4,34.0,16.0,50.0,
IGAC-BOL-PS-10,IGAC-BOL-PS-10-H3,9.15,-75.266666667,COL,46,90,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bk1,1.53,,,35.4,,0.21,7.9,46.0,18.0,36.0,
IGAC-BOL-PS-10,IGAC-BOL-PS-10-H4,9.15,-75.266666667,COL,90,140,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bk2,1.57,,,27.9,,0.13,8.0,34.0,14.0,52.0,
IGAC-BOL-PS-20,IGAC-BOL-PS-20-H1,9.2666666667,-75.2,COL,0,9,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.35,,,52.8,,2.87,5.3,44.0,22.0,34.0,
IGAC-BOL-PS-20,IGAC-BOL-PS-20-H2,9.2666666667,-75.2,COL,9,28,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg1,1.47,,,49.8,,1.03,5.0,50.0,18.0,32.0,
IGAC-BOL-PS-20,IGAC-BOL-PS-20-H3,9.2666666667,-75.2,COL,28,50,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg2,1.49,,,59.6,,0.65,5.4,52.0,18.0,30.0,
IGAC-BOL-PS-20,IGAC-BOL-PS-20-H4,9.2666666667,-75.2,COL,50,90,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg3,1.51,,,55.8,,0.36,5.9,50.0,18.0,32.0,
IGAC-BOL-PS-20,IGAC-BOL-PS-20-H5,9.2666666667,-75.2,COL,90,130,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg,1.54,,,49.0,,0.12,6.9,44.0,16.0,40.0,
IGAC-BOL-PZ-1,IGAC-BOL-PZ-1-H1,9.76513719389817,-74.8104933929932,COL,0,30,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.52,,,11.4,,1.35,,14.0,20.0,66.0,
IGAC-BOL-PZ-1,IGAC-BOL-PZ-1-H2,9.76513719389817,-74.8104933929932,COL,30,62,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bkn1,1.52,,,14.9,,0.33,,26.0,32.0,42.0,
IGAC-BOL-PZ-1,IGAC-BOL-PZ-1-H3,9.76513719389817,-74.8104933929932,COL,62,86,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bkn2,1.49,,,18.7,,0.33,,36.0,34.0,30.0,
IGAC-BOL-PZ-1,IGAC-BOL-PZ-1-H4,9.76513719389817,-74.8104933929932,COL,125,150,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2Ckn,1.57,,,40.4,,0.13,,14.0,30.0,56.0,
IGAC-BOL-PZ-34,IGAC-BOL-PZ-34-H1,9.72777777973318,-74.8875000064072,COL,0,15,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,40.0,,,,,,,
IGAC-BOL-PZ-34,IGAC-BOL-PZ-34-H2,9.72777777973318,-74.8875000064072,COL,15,30,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.48,,,41.3,,0.42,,56.0,24.0,20.0,
IGAC-BOL-PZ-34,IGAC-BOL-PZ-34-H3,9.72777777973318,-74.8875000064072,COL,30,50,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.0,,25.0,36.0,,0.28,,,,,
IGAC-BOL-PZ-34,IGAC-BOL-PZ-34-H4,9.72777777973318,-74.8875000064072,COL,50,80,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.0,,,36.7,,0.14,,,,,
IGAC-BOL-PZ-34,IGAC-BOL-PZ-34-H5,9.72777777973318,-74.8875000064072,COL,80,115,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C3,1.0,,,,,0.14,,,,,
IGAC-BOL-PZ-3,IGAC-BOL-PZ-3-H1,9.7482184680001,-74.8309985087339,COL,0,30,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.42,,,32.6,,1.61,,42.0,28.0,30.0,
IGAC-BOL-PZ-3,IGAC-BOL-PZ-3-H2,9.7482184680001,-74.8309985087339,COL,30,68,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.48,,,35.5,,0.69,,38.0,28.0,34.0,
IGAC-BOL-PZ-3,IGAC-BOL-PZ-3-H3,9.7482184680001,-74.8309985087339,COL,68,104,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,1.47,,,39.4,,0.69,,40.0,30.0,30.0,
IGAC-BOL-PZ-3,IGAC-BOL-PZ-3-H4,9.7482184680001,-74.8309985087339,COL,104,150,29/6/1905,perfil de suelo,VERTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.47,,,,,0.62,,48.0,26.0,26.0,
IGAC-BOL-PZ-41,IGAC-BOL-PZ-41-H1,9.73144102869843,-74.8191420583331,COL,0,12,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.33,,,16.9,,1.08,5.4,21.0,25.0,54.0,
IGAC-BOL-PZ-41,IGAC-BOL-PZ-41-H2,9.73144102869843,-74.8191420583331,COL,12,70,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,1.33,,,16.9,,1.0,0.0,27.0,65.0,8.0,
IGAC-BOL-PZ-41,IGAC-BOL-PZ-41-H3,9.73144102869843,-74.8191420583331,COL,70,105,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,1.34,,,20.5,,0.87,5.2,40.0,22.0,38.0,
IGAC-BOL-PZ-8,IGAC-BOL-PZ-8-H1,9.75972031679663,-74.8302015950602,COL,0,28,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.62,,,7.2,,0.6,6.7,12.0,4.0,84.0,
IGAC-BOL-PZ-8,IGAC-BOL-PZ-8-H2,9.75972031679663,-74.8302015950602,COL,28,60,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.64,,,6.6,,0.33,6.6,14.0,2.0,84.0,
IGAC-BOL-PZ-8,IGAC-BOL-PZ-8-H3,9.75972031679663,-74.8302015950602,COL,60,120,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,1.64,,,6.8,,0.2,6.8,16.0,4.0,80.0,
IGAC-BOL-SB-14,IGAC-BOL-SB-14-H1,8.81944444888693,-74.3033333311667,COL,0,50,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.44,,,11.7,,0.42,7.9,12.0,64.0,24.0,
IGAC-BOL-SB-14,IGAC-BOL-SB-14-H2,8.81944444888693,-74.3033333311667,COL,50,120,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.39,,,12.8,,1.04,7.8,18.0,64.0,18.0,
IGAC-BOL-SB-14,IGAC-BOL-SB-14-H3,8.81944444888693,-74.3033333311667,COL,120,150,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.36,,,15.0,,0.91,7.5,26.0,70.0,4.0,
IGAC-BOL-SB-15,IGAC-BOL-SB-15-H1,8.40083333686249,-74.5505555626762,COL,0,10,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.24,,,22.2,,4.03,3.6,24.0,46.0,30.0,
IGAC-BOL-SB-15,IGAC-BOL-SB-15-H2,8.40083333686249,-74.5505555626762,COL,10,30,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.44,,,8.7,,0.63,4.5,32.0,46.0,22.0,
IGAC-BOL-SB-15,IGAC-BOL-SB-15-H3,8.40083333686249,-74.5505555626762,COL,30,45,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,1.44,,75.0,5.7,,0.41,4.7,24.0,56.0,20.0,
IGAC-BOL-SB-16,IGAC-BOL-SB-16-H1,8.43306030757818,-74.5312864756252,COL,0,5,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.34,,,14.3,,2.1,4.6,28.0,52.0,20.0,
IGAC-BOL-SB-16,IGAC-BOL-SB-16-H2,8.43306030757818,-74.5312864756252,COL,5,40,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.65,,,2.8,,0.26,4.7,4.0,8.0,88.0,
IGAC-BOL-SB-16,IGAC-BOL-SB-16-H3,8.43306030757818,-74.5312864756252,COL,40,150,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.4,,,2.4,,0.05,4.3,,,,
IGAC-BOL-SB-17,IGAC-BOL-SB-17-H1,8.43774847142192,-74.5096463472869,COL,0,20,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.37,,,21.3,,1.14,5.7,40.0,54.0,6.0,
